Time (s),Voltage (V)
0.0,0.0512
1e-09,0.0528
2e-09,0.0528
3e-09,0.049600000000000005
4e-09,0.046400000000000004
5e-09,0.0424
6e-09,0.0408
7e-09,0.0424
8e-09,0.046400000000000004
9e-09,0.0504
1e-08,0.0536
1.1e-08,0.055200000000000006
1.2e-08,0.0536
1.3e-08,0.049600000000000005
1.4e-08,0.0448
1.5e-08,0.0408
1.6e-08,0.04
1.7e-08,0.0424
1.8e-08,0.046400000000000004
1.9e-08,0.0512
2e-08,0.055200000000000006
2.1e-08,0.056
2.2e-08,0.0536
2.3e-08,0.049600000000000005
2.4e-08,0.0448
2.5e-08,0.041600000000000005
2.6e-08,0.04
2.7e-08,0.0424
2.8e-08,0.046400000000000004
2.9e-08,0.0504
3e-08,0.054400000000000004
3.1e-08,0.055200000000000006
3.2e-08,0.0536
3.3e-08,0.0504
3.4e-08,0.046400000000000004
3.5e-08,0.044000000000000004
3.6e-08,0.0424
3.7e-08,0.0424
3.8e-08,0.0448
3.9e-08,0.048
4e-08,0.0504
4.1e-08,0.0528
4.2e-08,0.0536
4.3e-08,0.0528
4.4e-08,0.0504
4.5e-08,0.0472
4.6e-08,0.0448
4.7e-08,0.0424
4.8e-08,0.0424
4.9e-08,0.0432
5e-08,0.0456
5.1e-08,0.049600000000000005
5.2e-08,0.0528
5.3e-08,0.055200000000000006
5.4e-08,0.055200000000000006
5.5e-08,0.0528
5.6e-08,0.0488
5.7e-08,0.044000000000000004
5.8e-08,0.04
5.9e-08,0.038400000000000004
6e-08,0.0408
6.1e-08,0.0456
6.2e-08,0.0528
6.3e-08,0.057600000000000005
6.4e-08,0.060000000000000005
6.5e-08,0.057600000000000005
6.6e-08,0.052000000000000005
6.7e-08,0.0432
6.8e-08,0.0368
6.9e-08,0.033600000000000005
7e-08,0.0352
7.1e-08,0.0424
7.2e-08,0.0512
7.3e-08,0.060000000000000005
7.4e-08,0.0648
7.5e-08,0.0632
7.6e-08,0.055200000000000006
7.7e-08,0.0448
7.8e-08,0.0344
7.9e-08,0.028800000000000003
8e-08,0.0304
8.1e-08,0.038400000000000004
8.2e-08,0.049600000000000005
8.3e-08,0.0616
8.4e-08,0.068
8.5e-08,0.068
8.6e-08,0.060000000000000005
8.7e-08,0.0472
8.8e-08,0.0352
8.9e-08,0.027200000000000002
9e-08,0.028
9.1e-08,0.036000000000000004
9.2e-08,0.0488
9.3e-08,0.0616
9.4e-08,0.06960000000000001
9.5e-08,0.06960000000000001
9.6e-08,0.0616
9.7e-08,0.0488
9.8e-08,0.0352
9.9e-08,0.027200000000000002
1e-07,0.0264
1.01e-07,0.0344
1.02e-07,0.0472
1.03e-07,0.060000000000000005
1.04e-07,0.0688
1.05e-07,0.06960000000000001
1.06e-07,0.062400000000000004
1.07e-07,0.0504
1.08e-07,0.0376
1.09e-07,0.028800000000000003
1.1e-07,0.027200000000000002
1.11e-07,0.033600000000000005
1.12e-07,0.0448
1.13e-07,0.057600000000000005
1.14e-07,0.0664
1.15e-07,0.0688
1.16e-07,0.0632
1.17e-07,0.0528
1.18e-07,0.0408
1.19e-07,0.032
1.2e-07,0.0296
1.21e-07,0.0344
1.22e-07,0.044000000000000004
1.23e-07,0.054400000000000004
1.24e-07,0.0632
1.25e-07,0.0656
1.26e-07,0.0616
1.27e-07,0.0536
1.28e-07,0.044000000000000004
1.29e-07,0.036000000000000004
1.3e-07,0.0328
1.31e-07,0.0352
1.32e-07,0.0424
1.33e-07,0.0512
1.34e-07,0.0584
1.35e-07,0.0616
1.36e-07,0.060000000000000005
1.37e-07,0.054400000000000004
1.38e-07,0.0472
