Time (s),Voltage (V)
0.0,0.060000000000000005
1e-09,0.060000000000000005
2e-09,0.0584
3e-09,0.055200000000000006
4e-09,0.052000000000000005
5e-09,0.049600000000000005
6e-09,0.049600000000000005
7e-09,0.0512
8e-09,0.054400000000000004
9e-09,0.0568
1e-08,0.0592
1.1e-08,0.0592
1.2e-08,0.057600000000000005
1.3e-08,0.056
1.4e-08,0.0536
1.5e-08,0.052000000000000005
1.6e-08,0.0512
1.7e-08,0.0512
1.8e-08,0.0528
1.9e-08,0.055200000000000006
2e-08,0.0568
2.1e-08,0.0584
2.2e-08,0.0592
2.3e-08,0.0584
2.4e-08,0.0568
2.5e-08,0.054400000000000004
2.6e-08,0.0528
2.7e-08,0.0512
2.8e-08,0.0512
2.9e-08,0.052000000000000005
3e-08,0.054400000000000004
3.1e-08,0.057600000000000005
3.2e-08,0.060000000000000005
3.3e-08,0.0616
3.4e-08,0.0608
3.5e-08,0.0584
3.6e-08,0.0536
3.7e-08,0.049600000000000005
3.8e-08,0.046400000000000004
3.9e-08,0.0456
4e-08,0.049600000000000005
4.1e-08,0.055200000000000006
4.2e-08,0.0616
4.3e-08,0.0656
4.4e-08,0.0664
4.5e-08,0.0616
4.6e-08,0.054400000000000004
4.7e-08,0.046400000000000004
4.8e-08,0.0408
4.9e-08,0.04
5e-08,0.0448
5.1e-08,0.054400000000000004
5.2e-08,0.064
5.3e-08,0.0704
5.4e-08,0.0712
5.5e-08,0.0656
5.6e-08,0.055200000000000006
5.7e-08,0.0448
5.8e-08,0.0376
5.9e-08,0.036000000000000004
6e-08,0.0424
6.1e-08,0.0536
6.2e-08,0.0656
6.3e-08,0.07440000000000001
6.4e-08,0.0752
6.5e-08,0.0688
6.6e-08,0.0568
6.7e-08,0.044000000000000004
6.8e-08,0.0352
6.9e-08,0.033600000000000005
7e-08,0.04
7.1e-08,0.0528
7.2e-08,0.0664
7.3e-08,0.076
7.4e-08,0.0776
7.5e-08,0.0712
7.6e-08,0.0584
7.7e-08,0.044000000000000004
7.8e-08,0.0344
7.9e-08,0.032
8e-08,0.038400000000000004
8.1e-08,0.0512
8.2e-08,0.0648
8.3e-08,0.0752
8.4e-08,0.07680000000000001
8.5e-08,0.0704
8.6e-08,0.0584
8.7e-08,0.0448
8.8e-08,0.0352
8.9e-08,0.033600000000000005
9e-08,0.0392
9.1e-08,0.0512
9.2e-08,0.0632
9.3e-08,0.0728
9.4e-08,0.07440000000000001
9.5e-08,0.0688
9.6e-08,0.057600000000000005
9.7e-08,0.046400000000000004
9.8e-08,0.038400000000000004
9.9e-08,0.0368
1e-07,0.0424
1.01e-07,0.052000000000000005
1.02e-07,0.062400000000000004
1.03e-07,0.0688
1.04e-07,0.0704
1.05e-07,0.0656
1.06e-07,0.0568
1.07e-07,0.0488
1.08e-07,0.0432
1.09e-07,0.0424
1.1e-07,0.046400000000000004
1.11e-07,0.0528
1.12e-07,0.060000000000000005
1.13e-07,0.064
1.14e-07,0.0648
1.15e-07,0.0616
1.16e-07,0.056
1.17e-07,0.0512
1.18e-07,0.0472
1.19e-07,0.0472
1.2e-07,0.049600000000000005
1.21e-07,0.0536
1.22e-07,0.057600000000000005
1.23e-07,0.060000000000000005
1.24e-07,0.060000000000000005
1.25e-07,0.0584
1.26e-07,0.055200000000000006
1.27e-07,0.0528
1.28e-07,0.0512
1.29e-07,0.0512
1.3e-07,0.052000000000000005
1.31e-07,0.0536
1.32e-07,0.055200000000000006
1.33e-07,0.0568
1.34e-07,0.0568
1.35e-07,0.0568
1.36e-07,0.056
1.37e-07,0.055200000000000006
1.38e-07,0.055200000000000006
