Time (s),Voltage (V)
0.0,0.020800000000000003
1e-09,0.0228
2e-09,0.023200000000000002
3e-09,0.022000000000000002
4e-09,0.019200000000000002
5e-09,0.0164
6e-09,0.014400000000000001
7e-09,0.014
8e-09,0.015600000000000001
9e-09,0.0184
1e-08,0.0216
1.1e-08,0.0236
1.2e-08,0.0236
1.3e-08,0.0216
1.4e-08,0.0184
1.5e-08,0.015600000000000001
1.6e-08,0.014
1.7e-08,0.014400000000000001
1.8e-08,0.0164
1.9e-08,0.0196
2e-08,0.0224
2.1e-08,0.024
2.2e-08,0.0236
2.3e-08,0.0212
2.4e-08,0.0184
2.5e-08,0.015600000000000001
2.6e-08,0.014400000000000001
2.7e-08,0.0148
2.8e-08,0.016800000000000002
2.9e-08,0.0196
3e-08,0.022000000000000002
3.1e-08,0.023200000000000002
3.2e-08,0.023200000000000002
3.3e-08,0.0216
3.4e-08,0.019200000000000002
3.5e-08,0.016800000000000002
3.6e-08,0.015600000000000001
3.7e-08,0.015600000000000001
3.8e-08,0.016800000000000002
3.9e-08,0.0184
4e-08,0.0204
4.1e-08,0.0216
4.2e-08,0.0216
4.3e-08,0.0212
4.4e-08,0.0196
4.5e-08,0.0184
4.6e-08,0.0176
4.7e-08,0.0172
4.8e-08,0.0176
4.9e-08,0.0184
5e-08,0.019200000000000002
5.1e-08,0.02
5.2e-08,0.02
5.3e-08,0.02
5.4e-08,0.02
5.5e-08,0.0196
5.6e-08,0.019200000000000002
5.7e-08,0.0188
5.8e-08,0.0188
5.9e-08,0.0188
6e-08,0.0188
6.1e-08,0.0188
6.2e-08,0.0184
6.3e-08,0.0184
6.4e-08,0.0188
6.5e-08,0.0196
6.6e-08,0.02
6.7e-08,0.0204
6.8e-08,0.020800000000000003
6.9e-08,0.02
7e-08,0.019200000000000002
7.1e-08,0.018000000000000002
7.2e-08,0.0172
7.3e-08,0.016800000000000002
7.4e-08,0.0172
7.5e-08,0.0184
7.6e-08,0.02
7.7e-08,0.0216
7.8e-08,0.0224
7.9e-08,0.0224
8e-08,0.020800000000000003
8.1e-08,0.0184
8.2e-08,0.015600000000000001
8.3e-08,0.013600000000000001
8.4e-08,0.0128
8.5e-08,0.014400000000000001
8.6e-08,0.0172
8.7e-08,0.0212
8.8e-08,0.024
8.9e-08,0.0256
9e-08,0.024
9.1e-08,0.020800000000000003
9.2e-08,0.016
9.3e-08,0.011600000000000001
9.4e-08,0.009600000000000001
9.5e-08,0.0108
9.6e-08,0.0148
9.7e-08,0.020800000000000003
9.8e-08,0.0268
9.9e-08,0.0304
1e-07,0.030000000000000002
1.01e-07,0.026000000000000002
1.02e-07,0.0188
1.03e-07,0.012
1.04e-07,0.007200000000000001
1.05e-07,0.0068000000000000005
1.06e-07,0.0112
1.07e-07,0.019200000000000002
1.08e-07,0.027600000000000003
1.09e-07,0.033600000000000005
1.1e-07,0.034800000000000005
1.11e-07,0.0304
1.12e-07,0.0216
1.13e-07,0.011600000000000001
1.14e-07,0.004
1.15e-07,0.0016
1.16e-07,0.0056
1.17e-07,0.0148
1.18e-07,0.0256
1.19e-07,0.0344
1.2e-07,0.0376
1.21e-07,0.033600000000000005
1.22e-07,0.0244
1.23e-07,0.012400000000000001
1.24e-07,0.0024000000000000002
1.25e-07,-0.0012000000000000001
1.26e-07,0.002
1.27e-07,0.011600000000000001
1.28e-07,0.0244
1.29e-07,0.034800000000000005
1.3e-07,0.0396
1.31e-07,0.0368
1.32e-07,0.027200000000000002
1.33e-07,0.014400000000000001
1.34e-07,0.0032
1.35e-07,-0.002
1.36e-07,0.0
1.37e-07,0.009600000000000001
1.38e-07,0.0224
1.39e-07,0.034
1.4e-07,0.04
1.41e-07,0.038400000000000004
1.42e-07,0.030000000000000002
1.43e-07,0.0176
1.44e-07,0.006
1.45e-07,-0.0004
1.46e-07,0.0
1.47e-07,0.0076
1.48e-07,0.0196
1.49e-07,0.0308
1.5e-07,0.0376
1.51e-07,0.0376
1.52e-07,0.0308
1.53e-07,0.0196
1.54e-07,0.0088
1.55e-07,0.002
1.56e-07,0.0016
1.57e-07,0.0076
1.58e-07,0.0172
1.59e-07,0.027200000000000002
1.6e-07,0.034
1.61e-07,0.034800000000000005
1.62e-07,0.030000000000000002
1.63e-07,0.0216
1.64e-07,0.012400000000000001
1.65e-07,0.006
1.66e-07,0.0048000000000000004
1.67e-07,0.0088
1.68e-07,0.016
1.69e-07,0.024
1.7e-07,0.0296
1.71e-07,0.031200000000000002
1.72e-07,0.0284
1.73e-07,0.0228
1.74e-07,0.0164
1.75e-07,0.011600000000000001
1.76e-07,0.01
1.77e-07,0.011600000000000001
1.78e-07,0.016
1.79e-07,0.0212
1.8e-07,0.0252
1.81e-07,0.027200000000000002
1.82e-07,0.026000000000000002
1.83e-07,0.023200000000000002
1.84e-07,0.019200000000000002
1.85e-07,0.016
1.86e-07,0.014400000000000001
1.87e-07,0.014400000000000001
1.88e-07,0.016
1.89e-07,0.0184
1.9e-07,0.020800000000000003
1.91e-07,0.0224
1.92e-07,0.023200000000000002
1.93e-07,0.0224
1.94e-07,0.0212
1.95e-07,0.019200000000000002
1.96e-07,0.0176
1.97e-07,0.0164
1.98e-07,0.0164
1.99e-07,0.016800000000000002
2e-07,0.018000000000000002
2.01e-07,0.0196
2.02e-07,0.0212
2.03e-07,0.022000000000000002
2.04e-07,0.022000000000000002
2.05e-07,0.0212
2.06e-07,0.0196
2.07e-07,0.018000000000000002
2.08e-07,0.016800000000000002
2.09e-07,0.0164
2.1e-07,0.0172
2.11e-07,0.0188
2.12e-07,0.0204
2.13e-07,0.0216
2.14e-07,0.022000000000000002
2.15e-07,0.0216
2.16e-07,0.02
2.17e-07,0.0184
2.18e-07,0.0172
2.19e-07,0.0172
2.2e-07,0.018000000000000002
2.21e-07,0.0196
2.22e-07,0.0212
2.23e-07,0.022000000000000002
2.24e-07,0.0216
2.25e-07,0.02
2.26e-07,0.018000000000000002
2.27e-07,0.0164
2.28e-07,0.016
2.29e-07,0.0172
2.3e-07,0.019200000000000002
2.31e-07,0.0216
2.32e-07,0.023200000000000002
2.33e-07,0.0228
2.34e-07,0.0212
2.35e-07,0.018000000000000002
2.36e-07,0.0152
2.37e-07,0.014
2.38e-07,0.0148
2.39e-07,0.018000000000000002
2.4e-07,0.0216
2.41e-07,0.0252
2.42e-07,0.026000000000000002
2.43e-07,0.024800000000000003
2.44e-07,0.020800000000000003
2.45e-07,0.016
2.46e-07,0.012400000000000001
2.47e-07,0.0112
2.48e-07,0.0132
2.49e-07,0.018000000000000002
2.5e-07,0.0236
2.51e-07,0.028
2.52e-07,0.0292
2.53e-07,0.0268
2.54e-07,0.0212
2.55e-07,0.014400000000000001
2.56e-07,0.009600000000000001
2.57e-07,0.008400000000000001
2.58e-07,0.011600000000000001
2.59e-07,0.0176
2.6e-07,0.024800000000000003
2.61e-07,0.0304
2.62e-07,0.0316
2.63e-07,0.0284
2.64e-07,0.0216
2.65e-07,0.013600000000000001
2.66e-07,0.008
2.67e-07,0.0064
2.68e-07,0.009600000000000001
2.69e-07,0.016800000000000002
2.7e-07,0.0252
2.71e-07,0.031200000000000002
2.72e-07,0.0328
2.73e-07,0.0292
2.74e-07,0.022000000000000002
2.75e-07,0.014
2.76e-07,0.0076
2.77e-07,0.0056
2.78e-07,0.0088
