Time (s),Voltage (V)
0.0,0.042
1e-09,0.045200000000000004
2e-09,0.0476
3e-09,0.048
4e-09,0.0468
5e-09,0.0444
6e-09,0.0412
7e-09,0.0388
8e-09,0.0376
9e-09,0.038400000000000004
1e-08,0.0412
1.1e-08,0.0448
1.2e-08,0.0472
1.3e-08,0.048
1.4e-08,0.0472
1.5e-08,0.045200000000000004
1.6e-08,0.042
1.7e-08,0.0392
1.8e-08,0.038
1.9e-08,0.038400000000000004
2e-08,0.0412
2.1e-08,0.0444
2.2e-08,0.0468
2.3e-08,0.048
2.4e-08,0.0472
2.5e-08,0.045200000000000004
2.6e-08,0.0424
2.7e-08,0.04
2.8e-08,0.0388
2.9e-08,0.0392
3e-08,0.0412
3.1e-08,0.044000000000000004
3.2e-08,0.046
3.3e-08,0.0468
3.4e-08,0.046400000000000004
3.5e-08,0.0448
3.6e-08,0.042800000000000005
3.7e-08,0.0412
3.8e-08,0.040400000000000005
3.9e-08,0.0408
4e-08,0.042
4.1e-08,0.044000000000000004
4.2e-08,0.045200000000000004
4.3e-08,0.046
4.4e-08,0.0456
4.5e-08,0.0444
4.6e-08,0.0432
4.7e-08,0.0424
4.8e-08,0.042
4.9e-08,0.042
5e-08,0.042800000000000005
5.1e-08,0.044000000000000004
5.2e-08,0.0448
5.3e-08,0.0448
5.4e-08,0.0448
5.5e-08,0.044000000000000004
5.6e-08,0.0432
5.7e-08,0.042800000000000005
5.8e-08,0.042800000000000005
5.9e-08,0.0432
6e-08,0.0436
6.1e-08,0.044000000000000004
6.2e-08,0.0444
6.3e-08,0.0444
6.4e-08,0.0436
6.5e-08,0.0432
6.6e-08,0.042800000000000005
6.7e-08,0.042800000000000005
6.8e-08,0.042800000000000005
6.9e-08,0.0436
7e-08,0.0444
7.1e-08,0.0444
7.2e-08,0.0444
7.3e-08,0.044000000000000004
7.4e-08,0.0432
7.5e-08,0.0424
7.6e-08,0.042
7.7e-08,0.0424
7.8e-08,0.042800000000000005
7.9e-08,0.044000000000000004
8e-08,0.0448
8.1e-08,0.045200000000000004
