Time (s),Voltage (V)
1.88e-07,0.0132
1.89e-07,0.0204
1.9e-07,0.027200000000000002
1.91e-07,0.031200000000000002
1.92e-07,0.031200000000000002
1.93e-07,0.027600000000000003
1.94e-07,0.0212
1.95e-07,0.0148
1.96e-07,0.010400000000000001
1.97e-07,0.0092
1.98e-07,0.011600000000000001
1.99e-07,0.0172
2e-07,0.0236
2.01e-07,0.0284
2.02e-07,0.0304
2.03e-07,0.0284
2.04e-07,0.024
2.05e-07,0.018000000000000002
2.06e-07,0.0132
2.07e-07,0.0108
2.08e-07,0.011600000000000001
2.09e-07,0.0152
2.1e-07,0.020800000000000003
2.11e-07,0.0256
2.12e-07,0.0284
2.13e-07,0.028
2.14e-07,0.0252
2.15e-07,0.02
2.16e-07,0.0152
2.17e-07,0.012
2.18e-07,0.011600000000000001
2.19e-07,0.014400000000000001
2.2e-07,0.019200000000000002
2.21e-07,0.0236
2.22e-07,0.0268
2.23e-07,0.027200000000000002
2.24e-07,0.024800000000000003
2.25e-07,0.020800000000000003
2.26e-07,0.016
2.27e-07,0.0132
2.28e-07,0.0128
2.29e-07,0.0148
2.3e-07,0.0188
2.31e-07,0.0228
2.32e-07,0.0256
2.33e-07,0.026000000000000002
2.34e-07,0.024
2.35e-07,0.0204
2.36e-07,0.0164
2.37e-07,0.014
2.38e-07,0.014
2.39e-07,0.016
2.4e-07,0.0196
2.41e-07,0.023200000000000002
2.42e-07,0.0252
2.43e-07,0.024800000000000003
2.44e-07,0.0224
2.45e-07,0.019200000000000002
2.46e-07,0.016
2.47e-07,0.014400000000000001
2.48e-07,0.0152
2.49e-07,0.0172
2.5e-07,0.0204
2.51e-07,0.023200000000000002
2.52e-07,0.0244
2.53e-07,0.0236
2.54e-07,0.020800000000000003
2.55e-07,0.0176
2.56e-07,0.0152
2.57e-07,0.014400000000000001
2.58e-07,0.016
2.59e-07,0.019200000000000002
2.6e-07,0.0224
2.61e-07,0.0244
2.62e-07,0.0244
2.63e-07,0.0224
2.64e-07,0.019200000000000002
2.65e-07,0.016
2.66e-07,0.014
2.67e-07,0.014400000000000001
2.68e-07,0.016800000000000002
2.69e-07,0.02
2.7e-07,0.0236
2.71e-07,0.0252
2.72e-07,0.024800000000000003
2.73e-07,0.0224
2.74e-07,0.0188
2.75e-07,0.0152
2.76e-07,0.013600000000000001
2.77e-07,0.014
2.78e-07,0.0164
